,monthly_income,monthly_expense_total,savings_rate,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,income_type,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met
1406,3479.82,3423.79,0.09,recession,620.0,0.4,423.43,695.64,9,1258.23,61,1,Salary,Positive,26.1,Low,56.03,0
1407,4705.54,3817.16,0.39,recession,579.0,0.32,613.85,382.81,5,909.1,94,0,Salary,Positive,50.9,High,888.38,0
1408,3484.28,3353.56,0.36,normal,670.0,0.4,150.48,87.9,8,1054.36,54,0,Salary,Positive,16.3,High,130.72,0
1409,2507.51,3366.3,0.13,recession,696.0,0.54,535.16,10.7,2,2086.07,92,0,Freelance,Positive,14.3,Low,0.0,0
1410,4012.58,2304.51,0.25,normal,715.0,0.22,595.51,82.17,4,917.92,25,0,Salary,Positive,43.2,Medium,1708.07,0
1411,3465.62,3251.08,0.12,normal,697.0,0.12,632.67,723.61,2,960.77,89,0,Salary,Positive,99.0,Low,214.54,0
1412,3886.0,2834.19,0.25,inflation,607.0,0.25,416.14,336.68,5,709.1,32,0,Salary,Positive,81.7,High,1051.81,0
1413,4400.61,2995.2,0.22,normal,630.0,0.19,390.18,576.29,8,1005.54,92,0,Mixed,Neutral,14.4,Medium,1405.41,0
1414,4174.94,2718.75,0.26,inflation,658.0,0.11,756.8,325.0,7,1884.87,41,0,Salary,Positive,8.3,Low,1456.19,0
1415,4169.34,4226.29,0.14,normal,647.0,0.26,66.56,262.56,9,1398.69,91,0,Freelance,Positive,56.8,Low,0.0,0
1416,4224.13,4309.01,0.07,inflation,674.0,0.1,1133.6,448.61,2,317.58,78,1,Mixed,Neutral,99.1,Medium,0.0,0
1417,2935.39,3325.89,0.3,recession,718.0,0.12,222.43,370.96,4,818.65,30,0,Salary,Positive,83.2,High,0.0,0
1418,4133.59,3752.5,0.28,recession,728.0,0.47,963.5,346.21,8,0.0,96,1,Salary,Negative,25.1,Medium,381.09,0
1419,5105.01,2992.1,0.23,recession,660.0,0.15,426.18,43.01,5,527.87,97,0,Freelance,Positive,3.8,High,2112.91,0
1420,3730.53,4765.88,0.14,normal,663.0,0.18,717.12,591.04,9,661.11,51,0,Mixed,Neutral,9.5,Low,0.0,0
1421,4218.71,2879.57,0.37,normal,723.0,0.31,638.26,519.85,8,527.82,31,0,Salary,Negative,16.0,Low,1339.14,0
1422,4577.35,2867.63,0.28,inflation,688.0,0.46,578.83,545.59,5,1602.31,60,0,Salary,Positive,91.9,Low,1709.72,0
1423,5422.04,2759.95,0.24,inflation,742.0,0.5,537.29,428.83,3,992.05,24,0,Mixed,Negative,43.4,Medium,2662.09,1
1424,3415.34,3037.18,0.06,normal,688.0,0.59,466.93,0.0,2,452.12,64,0,Salary,Negative,71.0,High,378.16,0
1425,5880.03,3695.58,0.06,recession,632.0,0.54,705.83,730.27,6,876.43,22,0,Salary,Positive,47.2,High,2184.45,0
1426,4973.72,3652.49,0.31,recession,649.0,0.12,561.6,447.26,2,2082.93,94,0,Salary,Positive,62.5,Low,1321.23,0
1427,4669.17,2316.49,0.27,normal,749.0,0.21,893.09,167.75,3,2204.29,64,0,Salary,Positive,90.5,Medium,2352.68,0
1428,4815.01,1977.16,0.29,normal,662.0,0.59,521.33,256.37,1,1340.96,75,0,Salary,Positive,81.8,Medium,2837.85,1
1429,2486.2,1480.99,0.11,recession,634.0,0.53,575.75,339.05,1,692.32,53,0,Salary,Negative,25.1,High,1005.21,0
1430,2639.7,1116.79,0.25,inflation,724.0,0.18,368.42,671.49,7,310.81,61,0,Salary,Neutral,16.2,Low,1522.91,0
1431,4309.59,3037.69,0.36,recession,738.0,0.12,538.7,1069.28,3,1312.39,58,0,Salary,Positive,29.5,Medium,1271.9,0
1432,3862.56,2107.81,0.19,recession,743.0,0.29,748.61,188.1,8,1431.61,58,0,Salary,Positive,65.8,Low,1754.75,0
1433,3545.01,2993.79,0.11,recession,647.0,0.31,741.27,389.36,3,988.32,47,0,Salary,Positive,73.2,Low,551.22,0
1434,4961.34,4506.68,0.19,recession,634.0,0.28,402.84,465.62,4,1400.45,27,0,Freelance,Negative,37.4,Low,454.66,0
1435,4536.02,3238.7,0.22,normal,739.0,0.58,419.33,0.0,8,1167.48,28,0,Freelance,Positive,21.2,High,1297.32,0
1436,5457.51,2791.36,0.39,normal,713.0,0.39,806.09,567.96,8,1658.62,42,0,Salary,Neutral,71.9,Low,2666.15,1
1437,5088.75,3202.1,0.36,recession,775.0,0.38,774.5,230.54,5,888.66,69,0,Freelance,Positive,57.5,Medium,1886.65,0
1438,3688.64,2393.49,0.18,normal,664.0,0.52,207.58,192.45,9,1857.33,62,0,Salary,Positive,76.8,Low,1295.15,0
1439,4707.74,3634.79,0.19,inflation,689.0,0.12,491.14,408.65,7,643.49,31,0,Salary,Negative,64.0,High,1072.95,0
1440,4839.78,2357.6,0.11,normal,748.0,0.36,558.02,346.12,5,1544.24,82,0,Freelance,Negative,52.8,Low,2482.18,1
1441,4933.33,2122.93,0.39,recession,670.0,0.48,807.72,839.83,7,1130.81,28,0,Salary,Neutral,38.8,Low,2810.4,0
1442,2775.55,2585.83,0.1,inflation,663.0,0.17,535.74,99.33,2,936.81,92,0,Freelance,Negative,3.9,Medium,189.72,0
1443,4455.87,2454.09,0.1,inflation,588.0,0.36,505.41,871.72,8,1527.49,83,0,Salary,Positive,4.3,Medium,2001.78,0
1444,2864.05,3117.18,0.2,inflation,690.0,0.18,298.47,370.96,6,537.48,71,0,Salary,Neutral,0.3,Low,0.0,0
1445,3675.2,3902.33,0.28,normal,679.0,0.15,776.27,234.98,8,719.25,41,0,Freelance,Positive,30.9,Medium,0.0,0
1446,3176.93,3386.36,0.34,normal,667.0,0.42,423.17,347.0,8,1198.27,56,0,Salary,Positive,4.8,Low,0.0,0
1447,3936.88,2608.54,0.33,normal,663.0,0.2,684.24,281.66,8,1225.92,64,0,Salary,Positive,36.5,Low,1328.34,0
1448,2928.28,1433.28,0.4,recession,651.0,0.48,555.7,244.24,7,1992.36,90,0,Freelance,Negative,22.6,Low,1495.0,0
1449,3515.59,2670.95,0.16,recession,638.0,0.51,246.31,531.52,5,332.72,53,0,Salary,Neutral,66.4,High,844.64,0
1450,3895.96,2484.08,0.33,normal,656.0,0.19,813.92,1097.19,1,515.48,53,0,Salary,Positive,97.0,Medium,1411.88,0
1451,2669.1,2938.03,0.07,recession,752.0,0.35,543.29,266.77,1,566.61,86,0,Mixed,Positive,87.9,Medium,0.0,0
1452,5343.85,4082.16,0.13,normal,687.0,0.27,692.51,35.82,3,168.87,69,0,Salary,Positive,49.2,Medium,1261.69,0
1453,4665.72,3673.97,0.18,recession,657.0,0.41,294.92,356.98,5,892.44,25,0,Salary,Neutral,32.5,Low,991.75,0
1454,3653.03,2542.02,0.33,normal,700.0,0.22,680.51,167.83,1,889.93,33,0,Salary,Negative,90.8,Low,1111.01,0
1455,3896.29,2072.68,0.16,inflation,712.0,0.59,441.12,331.99,2,1607.56,84,0,Mixed,Negative,0.9,High,1823.61,0
1456,4658.8,3544.55,0.35,normal,729.0,0.15,393.83,462.86,7,1470.17,54,0,Salary,Negative,42.7,Low,1114.25,0
1457,4255.36,2536.66,0.08,normal,664.0,0.12,416.59,508.87,7,1523.37,27,0,Salary,Positive,2.5,High,1718.7,0
1458,3591.17,3407.08,0.06,inflation,791.0,0.19,604.19,520.39,7,1598.53,57,0,Salary,Positive,25.0,Low,184.09,0
1459,4292.35,3461.31,0.38,normal,601.0,0.12,422.51,104.94,5,1319.1,23,0,Mixed,Negative,89.2,Low,831.04,0
1460,3287.25,2931.26,0.19,inflation,646.0,0.27,359.77,473.27,8,1771.83,80,0,Salary,Neutral,4.6,Low,355.99,0
1461,4199.02,3335.6,0.21,inflation,701.0,0.52,660.4,729.19,5,1306.1,28,0,Salary,Neutral,55.8,Medium,863.42,0
1462,2643.07,3492.61,0.4,normal,709.0,0.38,392.63,470.28,1,905.75,40,0,Mixed,Positive,23.7,Low,0.0,0
1463,4735.23,3088.08,0.05,recession,708.0,0.51,479.23,277.21,8,768.0,67,0,Salary,Neutral,52.5,Low,1647.15,0
1464,2918.33,2854.79,0.37,normal,706.0,0.6,472.51,712.55,5,805.27,55,0,Freelance,Positive,10.3,Low,63.54,0
1465,4027.77,2853.22,0.09,inflation,626.0,0.58,473.35,405.16,3,556.47,88,0,Salary,Positive,89.5,High,1174.55,0
1466,2199.91,3749.68,0.23,normal,654.0,0.38,565.13,698.2,3,159.4,55,0,Salary,Positive,74.7,High,0.0,0
1467,2591.91,4083.06,0.32,normal,693.0,0.17,548.18,113.71,5,1199.04,72,0,Salary,Positive,69.1,High,0.0,0
1468,3427.36,2559.47,0.39,inflation,587.0,0.58,491.47,315.95,6,998.34,70,0,Salary,Positive,52.7,High,867.89,0
1469,4511.83,3233.72,0.3,normal,626.0,0.17,545.89,320.97,1,1196.3,71,0,Mixed,Positive,71.2,High,1278.11,0
1470,4059.17,3081.99,0.11,inflation,679.0,0.54,549.87,466.15,5,1466.67,80,0,Mixed,Positive,71.6,Medium,977.18,0
1471,6828.27,2627.82,0.05,normal,670.0,0.47,287.18,350.54,1,1347.13,88,0,Salary,Positive,10.5,High,4200.45,1
1472,2835.01,3185.63,0.16,normal,638.0,0.49,344.08,241.01,3,1216.4,71,0,Salary,Positive,17.4,Medium,0.0,0
1473,3484.11,2959.85,0.21,inflation,684.0,0.15,429.55,215.99,5,1163.28,62,0,Freelance,Negative,16.3,Low,524.26,0
1474,4746.63,1994.56,0.29,normal,719.0,0.2,483.5,410.04,4,1692.67,95,0,Mixed,Positive,66.0,Low,2752.07,1
1475,4238.21,1970.91,0.37,inflation,651.0,0.16,340.11,299.4,2,1684.38,39,0,Salary,Neutral,56.5,High,2267.3,0
1476,4723.75,2703.66,0.28,inflation,642.0,0.12,644.01,351.54,2,1120.7,83,0,Salary,Positive,18.7,Medium,2020.09,0
1477,4213.27,2797.13,0.21,normal,806.0,0.44,514.12,105.22,3,860.85,38,0,Salary,Positive,92.5,Low,1416.14,0
1478,5808.8,2941.58,0.15,normal,695.0,0.25,309.47,848.44,8,1320.74,96,0,Mixed,Neutral,78.4,Low,2867.22,1
1479,2050.84,3514.53,0.1,normal,713.0,0.57,571.59,773.22,8,1154.55,58,0,Freelance,Neutral,33.7,Low,0.0,0
1480,2018.66,3057.77,0.12,normal,785.0,0.22,496.1,466.62,7,1093.09,60,0,Salary,Positive,57.5,Medium,0.0,0
1481,4775.72,2150.95,0.34,normal,640.0,0.49,485.71,806.94,2,887.34,55,0,Salary,Positive,83.3,Low,2624.77,1
1482,2356.49,2999.27,0.24,recession,677.0,0.52,480.75,564.09,7,989.68,79,0,Salary,Neutral,39.3,High,0.0,0
1483,2833.68,3269.74,0.06,inflation,648.0,0.43,573.89,201.44,7,1529.41,22,0,Mixed,Negative,56.8,Medium,0.0,0
1484,5685.03,1805.44,0.22,normal,772.0,0.55,651.5,377.81,2,833.04,54,0,Salary,Positive,44.9,Low,3879.59,1
1485,5058.25,1650.0,0.17,recession,612.0,0.15,504.12,466.06,7,1395.15,24,0,Freelance,Positive,6.1,High,3408.25,1
1486,4598.99,4585.55,0.34,inflation,662.0,0.25,834.16,503.72,3,858.3,40,0,Salary,Neutral,58.7,Low,13.44,0
1487,5567.2,3655.79,0.34,recession,614.0,0.23,571.05,317.69,2,1628.62,27,0,Salary,Negative,72.7,Low,1911.41,0
1488,3316.71,3070.05,0.34,recession,631.0,0.57,712.89,631.7,4,1392.2,69,0,Salary,Neutral,41.3,Low,246.66,0
1489,3404.43,3111.33,0.12,normal,634.0,0.33,199.86,669.09,9,2142.45,67,0,Salary,Positive,53.0,Medium,293.1,0
1490,5959.45,2881.89,0.25,inflation,628.0,0.45,496.4,126.85,6,1194.73,51,0,Freelance,Neutral,42.0,Medium,3077.56,0
1491,6076.12,3879.48,0.31,normal,732.0,0.22,498.1,300.9,3,1275.15,82,0,Salary,Neutral,13.0,Low,2196.64,0
1492,3889.62,2726.12,0.3,inflation,699.0,0.57,107.93,899.68,1,1287.58,32,0,Salary,Positive,2.0,Medium,1163.5,0
1493,3652.61,3711.58,0.19,normal,698.0,0.47,418.9,395.38,3,471.62,74,0,Salary,Positive,76.8,Medium,0.0,0
1494,4325.35,3511.59,0.34,normal,628.0,0.18,547.05,845.94,6,747.19,29,0,Salary,Positive,75.2,Low,813.76,0
1495,4943.74,2702.74,0.24,normal,697.0,0.36,360.77,515.63,9,922.69,56,0,Salary,Positive,41.7,High,2241.0,0
1496,3916.11,1925.52,0.15,normal,693.0,0.34,465.08,428.08,3,1225.37,41,0,Salary,Negative,29.9,Medium,1990.59,0
1497,4883.93,3110.23,0.34,inflation,618.0,0.25,476.69,270.14,3,766.57,90,0,Salary,Negative,36.5,High,1773.7,0
1498,3548.34,2338.92,0.32,recession,646.0,0.42,335.91,83.15,2,1344.89,36,0,Salary,Neutral,90.2,Medium,1209.42,0
1499,5105.78,4312.92,0.27,inflation,669.0,0.33,365.65,450.53,6,951.81,33,0,Salary,Neutral,20.2,Low,792.86,0
1500,3546.93,2565.39,0.36,inflation,736.0,0.3,761.05,330.43,2,1736.01,33,0,Salary,Negative,17.3,Medium,981.54,0
1501,4808.93,4535.17,0.25,normal,693.0,0.24,870.05,0.0,3,954.88,96,0,Salary,Neutral,45.4,High,273.76,0
1502,3924.66,4744.72,0.12,normal,661.0,0.12,409.49,498.13,9,802.58,69,0,Salary,Neutral,99.4,High,0.0,0
1503,3259.18,3776.16,0.2,normal,598.0,0.56,238.7,486.78,6,821.12,82,0,Salary,Negative,35.6,Low,0.0,0
1504,4734.64,1664.42,0.34,normal,600.0,0.39,289.86,229.96,5,1122.33,86,0,Salary,Neutral,13.9,High,3070.22,1
1505,5172.46,2432.64,0.06,normal,678.0,0.42,550.08,377.11,2,1326.76,92,0,Salary,Positive,4.6,High,2739.82,0
1506,4451.08,2457.54,0.18,inflation,696.0,0.38,904.33,375.81,2,802.74,78,0,Mixed,Negative,62.0,Low,1993.54,1
1507,3140.71,1527.42,0.19,normal,768.0,0.19,886.73,852.72,1,477.09,66,0,Salary,Positive,65.1,High,1613.29,0
1508,5401.29,3667.52,0.38,normal,662.0,0.52,422.71,828.41,3,603.31,92,0,Freelance,Positive,56.1,Low,1733.77,0
1509,3695.13,1871.43,0.37,inflation,692.0,0.47,543.62,202.39,1,83.95,85,0,Salary,Positive,53.5,Low,1823.7,0
1510,2040.71,3426.8,0.37,inflation,699.0,0.37,822.25,466.89,3,1794.91,78,0,Freelance,Positive,71.8,Low,0.0,0
1511,4620.6,4344.55,0.27,normal,682.0,0.48,621.87,383.99,3,1502.47,47,0,Salary,Positive,74.5,Low,276.05,0
1512,3413.85,3451.51,0.21,normal,597.0,0.49,226.37,380.06,5,1683.19,64,0,Salary,Positive,22.5,Low,0.0,0
1513,3751.34,3193.56,0.26,normal,658.0,0.57,674.61,396.18,6,1288.18,51,0,Salary,Neutral,19.8,High,557.78,0
1514,4177.19,3911.36,0.15,normal,634.0,0.2,127.77,483.9,5,867.48,42,0,Freelance,Positive,0.1,High,265.83,0
1515,5380.6,2955.18,0.29,recession,698.0,0.16,720.03,541.13,1,80.85,51,0,Salary,Positive,61.4,High,2425.42,0
1516,5234.63,2610.43,0.08,normal,715.0,0.39,272.94,286.17,6,975.31,35,0,Salary,Negative,77.3,High,2624.2,1
1517,4897.55,2850.16,0.2,normal,612.0,0.16,619.21,456.93,7,1121.58,75,0,Salary,Negative,75.9,Low,2047.39,0
1518,3768.81,2952.26,0.09,normal,623.0,0.55,556.73,285.7,1,839.22,74,0,Freelance,Positive,22.9,Medium,816.55,0
1519,5199.63,4234.56,0.17,inflation,622.0,0.3,545.97,0.0,2,1503.33,57,0,Salary,Neutral,8.5,Low,965.07,0
1520,2984.02,2365.1,0.35,normal,682.0,0.3,368.01,897.58,5,334.28,86,0,Freelance,Positive,12.2,Low,618.92,0
1521,3334.71,3269.79,0.14,normal,704.0,0.4,509.32,259.76,2,1736.47,80,0,Freelance,Negative,69.8,Low,64.92,0
1522,4357.52,3543.86,0.28,inflation,626.0,0.23,547.29,492.06,7,1179.4,42,0,Salary,Positive,35.3,Low,813.66,0
1523,5002.18,3609.28,0.22,normal,707.0,0.29,756.58,410.2,3,794.59,94,0,Salary,Neutral,98.7,Low,1392.9,0
1524,4365.03,2724.51,0.29,normal,666.0,0.16,463.51,310.59,5,670.92,35,0,Mixed,Positive,15.0,Low,1640.52,0
1525,4640.5,2528.45,0.27,normal,691.0,0.45,441.17,267.39,6,0.0,72,0,Salary,Negative,76.3,High,2112.05,0
1526,4663.1,797.11,0.14,normal,686.0,0.42,452.01,844.07,9,1073.05,50,0,Mixed,Negative,52.3,Low,3865.99,1
1527,3329.59,3746.8,0.16,inflation,765.0,0.44,835.01,210.45,5,660.95,76,0,Salary,Positive,19.4,High,0.0,0
1528,4775.53,2634.8,0.28,normal,626.0,0.56,555.02,371.65,5,1588.77,36,0,Salary,Positive,73.7,High,2140.73,0
1529,4191.84,3619.19,0.31,normal,620.0,0.48,541.7,151.97,8,1406.53,74,0,Salary,Neutral,37.4,Low,572.65,0
1530,2873.54,2749.08,0.21,normal,742.0,0.12,509.66,959.28,4,1539.59,84,0,Salary,Positive,23.8,High,124.46,0
1531,4213.74,3367.77,0.14,normal,692.0,0.37,703.99,296.75,6,430.17,66,0,Salary,Positive,83.5,Low,845.97,0
1532,4579.54,3547.0,0.3,recession,691.0,0.3,831.01,244.38,3,1549.16,46,0,Salary,Positive,86.9,Low,1032.54,0
1533,2742.34,3436.62,0.17,normal,742.0,0.55,398.72,698.74,5,1623.95,77,0,Salary,Neutral,35.0,Medium,0.0,0
1534,4693.72,3273.57,0.09,normal,640.0,0.27,434.86,68.16,4,762.47,65,0,Freelance,Positive,29.1,High,1420.15,0
1535,5110.47,2678.64,0.18,normal,662.0,0.15,311.81,293.22,6,1620.64,37,0,Salary,Positive,94.1,Medium,2431.83,0
1536,3582.41,1358.34,0.38,recession,651.0,0.4,589.92,190.7,8,1502.46,37,0,Mixed,Positive,56.3,Low,2224.07,0
1537,4400.85,4773.28,0.25,normal,713.0,0.18,360.82,469.26,8,780.02,21,0,Freelance,Positive,31.1,High,0.0,0
1538,5125.55,4817.68,0.2,normal,755.0,0.38,289.45,0.0,2,1504.74,71,0,Salary,Neutral,6.7,Medium,307.87,0
1539,2909.27,3417.82,0.08,normal,733.0,0.24,286.81,335.51,1,1286.96,69,0,Mixed,Negative,14.4,High,0.0,0
1540,3590.68,2849.22,0.27,normal,749.0,0.24,608.84,499.89,8,642.56,46,0,Salary,Positive,15.4,Medium,741.46,0
1541,4332.24,2780.15,0.29,normal,644.0,0.46,483.52,778.61,2,1272.99,93,0,Salary,Positive,64.7,Low,1552.09,0
1542,2897.67,2491.22,0.09,recession,613.0,0.51,642.57,243.65,4,1913.96,33,0,Salary,Positive,39.0,Low,406.45,0
1543,3335.38,2443.64,0.32,inflation,744.0,0.27,538.72,663.61,2,772.17,75,0,Salary,Negative,83.7,Medium,891.74,0
1544,3294.03,3372.6,0.27,normal,634.0,0.13,122.44,340.74,5,1391.67,50,0,Salary,Neutral,1.6,High,0.0,0
1545,4839.76,2516.88,0.23,inflation,657.0,0.22,443.67,614.24,2,604.23,28,0,Salary,Positive,3.7,Low,2322.88,0
1546,4910.43,3607.76,0.23,normal,703.0,0.53,358.36,376.48,2,508.14,93,0,Mixed,Negative,80.2,Medium,1302.67,0
1547,4185.69,3291.93,0.31,inflation,636.0,0.3,791.34,389.57,4,959.75,78,0,Salary,Neutral,4.8,Low,893.76,0
1548,3996.62,3481.53,0.25,normal,702.0,0.16,601.1,370.59,9,726.06,58,0,Mixed,Positive,53.1,Low,515.09,0
1549,4965.45,2158.98,0.29,inflation,743.0,0.22,424.54,632.01,3,1024.02,33,0,Salary,Negative,7.2,Medium,2806.47,0
1550,3053.5,3055.04,0.29,recession,675.0,0.13,865.53,938.03,2,966.04,98,0,Salary,Neutral,49.7,Low,0.0,0
1551,4921.78,2417.36,0.12,recession,684.0,0.39,510.84,204.06,6,519.09,99,0,Salary,Positive,27.6,Medium,2504.42,0
1552,4645.98,3193.42,0.28,normal,751.0,0.52,49.64,314.51,3,1305.97,55,0,Salary,Positive,90.8,Low,1452.56,0
1553,3739.61,1449.66,0.27,normal,707.0,0.51,631.62,215.01,3,1332.53,31,0,Salary,Positive,26.9,Low,2289.95,0
1554,4842.62,3266.11,0.1,normal,665.0,0.32,419.24,783.27,4,783.15,31,0,Salary,Neutral,30.7,Low,1576.51,0
1555,4848.42,2249.99,0.35,normal,660.0,0.19,209.79,818.79,6,973.52,85,0,Salary,Positive,71.2,Low,2598.43,0
1556,4041.81,3759.39,0.22,inflation,726.0,0.2,437.52,259.78,5,1103.0,57,0,Mixed,Positive,36.1,Medium,282.42,0
1557,1647.78,3034.93,0.13,recession,667.0,0.29,435.35,948.11,5,481.43,43,0,Salary,Neutral,63.4,Low,0.0,0
1558,5306.27,3696.89,0.08,normal,699.0,0.58,700.74,543.37,8,808.38,29,0,Salary,Positive,25.7,High,1609.38,0
1559,5344.28,2860.93,0.15,normal,633.0,0.42,491.61,494.4,1,1745.29,71,0,Freelance,Positive,13.0,Medium,2483.35,0
1560,4607.04,2408.0,0.32,normal,726.0,0.34,626.08,504.93,1,234.64,23,0,Salary,Positive,59.7,High,2199.04,0
1561,2766.05,3005.96,0.4,normal,646.0,0.29,423.82,312.63,7,1420.04,47,0,Freelance,Positive,84.4,Low,0.0,0
1562,1109.22,4081.71,0.27,recession,819.0,0.13,304.89,969.37,9,403.16,33,0,Freelance,Positive,71.6,High,0.0,0
1563,3033.43,3264.14,0.16,inflation,682.0,0.37,695.7,148.08,3,912.48,28,0,Salary,Neutral,77.4,Low,0.0,0
1564,4882.49,3607.51,0.19,normal,619.0,0.56,507.26,1226.36,3,651.69,83,0,Salary,Positive,91.0,High,1274.98,0
1565,2418.33,3270.89,0.26,recession,648.0,0.47,448.88,271.33,8,981.3,77,0,Mixed,Negative,64.6,High,0.0,0
1566,3681.75,3674.49,0.19,normal,678.0,0.32,184.37,531.02,2,2319.0,91,0,Mixed,Positive,84.2,Low,7.26,0
1567,4298.25,4202.56,0.28,normal,629.0,0.5,294.49,498.57,8,1768.46,90,0,Salary,Negative,41.1,Medium,95.69,0
1568,3536.27,2603.5,0.26,normal,697.0,0.55,651.73,363.09,6,540.26,32,0,Salary,Positive,79.8,Medium,932.77,0
1569,4900.43,3829.43,0.07,normal,710.0,0.33,404.32,318.27,6,357.73,94,0,Salary,Positive,42.2,Low,1071.0,0
1570,4179.78,2074.66,0.34,inflation,650.0,0.33,772.96,503.12,3,1086.71,57,0,Freelance,Positive,98.4,Low,2105.12,0
1571,3308.17,3601.86,0.31,recession,637.0,0.16,410.41,183.93,1,524.91,55,0,Salary,Negative,47.8,Medium,0.0,0
1572,3655.81,3709.65,0.2,normal,740.0,0.18,404.11,655.25,2,1089.33,32,0,Mixed,Negative,75.8,Medium,0.0,0
1573,4768.97,3790.59,0.36,normal,664.0,0.25,107.69,489.18,9,1080.48,79,0,Salary,Positive,78.2,Medium,978.38,0
1574,3983.3,2861.59,0.19,normal,670.0,0.49,99.55,914.84,2,802.59,55,0,Salary,Positive,66.6,Low,1121.71,0
1575,4608.24,3625.17,0.06,inflation,620.0,0.55,515.45,416.9,7,1164.02,48,0,Salary,Neutral,6.6,High,983.07,0
1576,4400.6,2105.98,0.05,normal,728.0,0.31,743.62,406.5,5,747.85,73,0,Salary,Positive,10.9,High,2294.62,0
1577,4161.28,2325.95,0.34,inflation,534.0,0.29,374.71,558.17,3,316.39,57,0,Salary,Positive,60.2,Low,1835.33,0
1578,4776.77,3320.25,0.28,inflation,702.0,0.49,700.79,80.67,9,991.12,66,0,Freelance,Neutral,45.5,Medium,1456.52,0
1579,2489.96,2501.32,0.1,normal,684.0,0.23,275.86,337.93,2,162.64,93,0,Salary,Positive,81.0,Medium,0.0,0
1580,4847.53,2112.68,0.27,normal,599.0,0.27,786.34,15.05,5,855.35,26,0,Salary,Positive,29.8,Medium,2734.85,0
1581,5307.88,3579.79,0.23,normal,785.0,0.45,171.89,408.3,6,1042.7,21,0,Freelance,Positive,17.4,Medium,1728.09,0
1582,3318.71,2329.68,0.09,recession,707.0,0.6,407.81,413.09,2,850.54,27,0,Salary,Negative,72.6,High,989.03,0
1583,3884.53,1533.49,0.36,recession,617.0,0.3,441.12,307.95,5,1867.36,62,0,Freelance,Positive,98.0,High,2351.04,0
1584,5962.96,2471.79,0.26,inflation,734.0,0.24,774.16,0.0,5,630.68,83,0,Salary,Positive,71.8,High,3491.17,1
1585,4042.72,3485.08,0.32,recession,708.0,0.15,579.36,440.4,4,710.16,84,0,Salary,Neutral,74.6,Medium,557.64,0
1586,4475.73,3712.6,0.25,normal,712.0,0.33,754.26,477.1,1,1177.57,99,0,Salary,Negative,16.9,High,763.13,0
1587,3412.32,3744.9,0.27,recession,656.0,0.57,393.9,468.22,7,220.79,55,0,Mixed,Positive,73.0,High,0.0,0
1588,3303.22,1881.78,0.1,normal,663.0,0.13,363.79,20.9,1,152.38,58,0,Salary,Negative,37.7,Low,1421.44,0
1589,2599.55,3789.75,0.33,normal,661.0,0.54,711.83,613.68,6,1012.33,43,0,Salary,Positive,17.4,Low,0.0,0
1590,4128.81,1695.2,0.25,inflation,620.0,0.34,511.82,311.14,5,1266.15,48,0,Salary,Positive,90.3,Medium,2433.61,0
1591,3737.23,2423.81,0.11,normal,671.0,0.11,327.37,545.56,3,488.43,42,0,Salary,Positive,12.1,Medium,1313.42,0
1592,2284.2,2988.99,0.14,normal,668.0,0.53,637.64,556.43,2,973.15,97,0,Salary,Neutral,26.4,High,0.0,0
1593,3755.48,2775.44,0.26,recession,702.0,0.36,577.77,374.88,8,1457.83,51,0,Salary,Positive,57.1,Medium,980.04,0
1594,4568.97,2828.91,0.37,normal,731.0,0.41,524.67,269.48,1,893.3,77,0,Salary,Neutral,51.1,Medium,1740.06,0
1595,1763.54,1386.95,0.34,normal,695.0,0.53,544.13,867.44,7,311.57,52,0,Salary,Positive,79.5,High,376.59,0
1596,3531.89,3582.43,0.27,normal,651.0,0.15,375.92,102.71,8,0.0,90,1,Salary,Neutral,71.3,Low,0.0,0
1597,3445.74,1742.69,0.23,inflation,720.0,0.35,245.83,609.07,9,1116.5,86,0,Salary,Positive,85.6,Medium,1703.05,0
1598,2620.15,4298.9,0.05,normal,659.0,0.43,374.14,76.29,3,796.27,30,0,Salary,Negative,15.0,High,0.0,0
1599,3931.59,2936.45,0.28,normal,737.0,0.15,589.31,0.0,9,1311.01,36,0,Salary,Neutral,69.4,High,995.14,0
1600,5372.78,1974.89,0.39,recession,669.0,0.58,483.65,217.59,9,900.37,67,0,Salary,Positive,46.5,High,3397.89,1
1601,3234.55,2722.99,0.13,recession,731.0,0.17,100.99,0.0,5,519.68,80,0,Salary,Positive,42.8,Low,511.56,0
1602,5440.42,3301.02,0.38,normal,746.0,0.34,466.68,292.61,5,795.3,71,0,Mixed,Positive,1.5,High,2139.4,0
1603,4484.71,3651.18,0.1,recession,713.0,0.15,229.95,152.82,3,1571.91,61,0,Mixed,Positive,94.3,Low,833.53,0
1604,3362.56,3815.77,0.24,normal,738.0,0.34,138.93,81.05,8,621.04,64,0,Mixed,Negative,21.1,Medium,0.0,0
1605,3773.76,2722.33,0.16,inflation,727.0,0.12,418.51,363.66,1,1044.75,77,0,Salary,Positive,28.1,Low,1051.43,0
1606,3574.91,3462.02,0.39,normal,641.0,0.34,428.94,527.66,6,0.0,69,0,Freelance,Positive,47.9,Low,112.89,0
